step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
642,PAYMENT,12834.23,C1000002285,197384.72,105471.7,C2000002285,274978.9,106621.74,0,0
517,DEBIT,36810.2,C1000002286,92772.81,25910.19,C2000002286,42851.87,4428.21,0,0
428,TRANSFER,47722.99,C1000002287,64354.14,162141.24,C2000002287,159671.52,281064.74,0,0
539,DEBIT,43253.68,C1000002288,186289.64,139157.72,C2000002288,29817.25,225968.45,0,0
160,CASH_OUT,72569.32,C1000002289,100089.69,190794.25,C2000002289,134157.4,250306.71,0,0
149,CASH_IN,59681.69,C1000002290,146070.71,107042.6,C2000002290,89783.65,62604.23,0,0
230,CASH_OUT,29544.16,C1000002291,82748.01,71420.78,C2000002291,126028.56,193697.18,0,0
712,TRANSFER,5179.78,C1000002292,40509.72,192568.02,C2000002292,163510.05,69812.61,0,0
562,DEBIT,76761.84,C1000002293,130977.02,107688.92,C2000002293,137831.59,3485.19,0,0
67,PAYMENT,35259.19,C1000002294,132968.53,3181.14,C2000002294,6948.85,47119.93,0,0
381,DEBIT,88973.58,C1000002295,92036.77,94733.8,C2000002295,259035.94,276842.11,0,0
58,TRANSFER,39511.73,C1000002296,53989.93,475.61,C2000002296,28486.33,64595.93,0,0
259,PAYMENT,71768.68,C1000002297,166362.7,147541.56,C2000002297,294188.22,175542.64,0,0
342,CASH_OUT,93957.07,C1000002298,55063.62,113189.02,C2000002298,255395.58,290403.97,0,0
130,CASH_IN,65118.73,C1000002299,131804.8,21960.22,C2000002299,168412.58,22705.9,0,0
727,CASH_IN,41354.76,C1000002300,76797.12,162602.26,C2000002300,73557.98,242381.14,0,0
172,DEBIT,56744.25,C1000002301,94496.14,107287.45,C2000002301,25873.85,179267.08,1,0
614,CASH_OUT,54349.08,C1000002302,42280.53,22812.08,C2000002302,201550.54,97019.94,0,0
209,TRANSFER,58486.16,C1000002303,129895.99,32002.18,C2000002303,60452.82,109276.37,0,0
354,CASH_IN,14690.53,C1000002304,45165.17,164420.77,C2000002304,219966.09,8154.82,0,0
471,CASH_OUT,69854.0,C1000002305,97142.81,71097.38,C2000002305,249752.48,76750.57,0,0
116,DEBIT,14512.88,C1000002306,65691.88,164219.22,C2000002306,296689.54,127020.16,0,0
264,PAYMENT,1471.54,C1000002307,192721.15,13900.67,C2000002307,151264.66,215074.07,0,0
662,DEBIT,62481.76,C1000002308,196444.22,48771.81,C2000002308,292401.59,82433.53,0,0
442,DEBIT,11700.19,C1000002309,150698.26,152916.52,C2000002309,44795.91,174093.03,0,0
548,CASH_OUT,77043.46,C1000002310,196783.5,128340.42,C2000002310,250874.1,219506.35,0,0
453,CASH_IN,86597.94,C1000002311,22710.13,61364.9,C2000002311,107940.6,209559.27,0,0
477,CASH_OUT,94474.23,C1000002312,198464.93,187205.29,C2000002312,109443.68,177087.45,1,0
287,PAYMENT,66451.05,C1000002313,20711.18,42213.25,C2000002313,80594.25,174057.41,0,0
303,CASH_OUT,48206.67,C1000002314,83090.35,169955.91,C2000002314,52023.16,216363.27,0,0
311,TRANSFER,35234.59,C1000002315,47789.51,139148.77,C2000002315,132664.85,100653.53,0,0
208,DEBIT,49097.6,C1000002316,190769.19,24223.42,C2000002316,296186.03,135064.47,0,0
618,CASH_IN,19043.32,C1000002317,127157.99,111023.13,C2000002317,98972.11,289850.06,0,0
446,PAYMENT,34848.78,C1000002318,119425.51,185981.52,C2000002318,138324.53,200580.56,0,0
670,DEBIT,71795.87,C1000002319,199487.7,123779.21,C2000002319,68551.31,155967.66,0,0
633,CASH_OUT,21750.12,C1000002320,122485.22,105761.48,C2000002320,101136.05,173493.62,0,0
55,TRANSFER,26414.07,C1000002321,129231.98,73264.64,C2000002321,16542.35,31328.64,0,0
12,CASH_OUT,74935.33,C1000002322,8954.86,157757.63,C2000002322,286810.37,177596.63,0,0
657,DEBIT,17791.82,C1000002323,171810.12,182611.84,C2000002323,152940.66,250949.69,0,0
400,PAYMENT,24596.3,C1000002324,194017.89,150663.36,C2000002324,219885.35,157084.71,0,0
648,CASH_IN,1764.58,C1000002325,192062.23,145049.87,C2000002325,153986.86,53069.33,0,0
515,DEBIT,72007.96,C1000002326,44221.12,38498.07,C2000002326,231059.06,134462.97,0,0
656,PAYMENT,61794.18,C1000002327,45183.07,166797.27,C2000002327,160227.12,83407.13,0,0
542,DEBIT,69441.6,C1000002328,73209.43,8139.17,C2000002328,210463.4,107922.25,0,0
237,TRANSFER,21440.63,C1000002329,62042.01,151472.3,C2000002329,205440.3,67502.7,0,0
279,CASH_OUT,68740.77,C1000002330,61122.93,42174.01,C2000002330,160068.89,100173.39,0,0
348,CASH_IN,59641.7,C1000002331,121043.34,97452.25,C2000002331,69176.13,246509.5,0,0
627,PAYMENT,36618.64,C1000002332,161121.6,139046.79,C2000002332,63554.33,227311.85,0,0
104,CASH_IN,43788.2,C1000002333,187353.63,151815.68,C2000002333,262291.53,147161.73,0,0
630,CASH_IN,56796.37,C1000002334,13572.1,177616.79,C2000002334,36205.97,234750.55,0,0
517,CASH_IN,49334.28,C1000002335,55595.7,56518.43,C2000002335,167772.52,292669.56,0,0
248,PAYMENT,64186.39,C1000002336,51002.75,44864.05,C2000002336,150760.51,121843.35,0,0
364,PAYMENT,18106.15,C1000002337,71487.93,199249.24,C2000002337,239520.03,293996.16,0,0
321,CASH_IN,54075.59,C1000002338,84866.85,41511.63,C2000002338,40617.8,73771.84,0,0
633,CASH_OUT,45033.45,C1000002339,77834.29,133096.15,C2000002339,206189.46,286361.35,0,0
286,DEBIT,46107.44,C1000002340,190429.44,190548.94,C2000002340,181755.34,259330.14,0,0
149,CASH_IN,46943.51,C1000002341,87425.81,179311.2,C2000002341,210358.95,59739.29,0,0
84,TRANSFER,88148.38,C1000002342,110318.51,88652.69,C2000002342,186367.71,104953.05,0,0
406,CASH_IN,81864.56,C1000002343,149726.66,127516.33,C2000002343,168764.22,212376.33,0,0
456,PAYMENT,62960.7,C1000002344,145016.96,105819.26,C2000002344,277880.47,57486.32,0,0
743,DEBIT,71651.53,C1000002345,116592.91,69331.12,C2000002345,104597.27,177211.96,0,0
161,TRANSFER,4289.84,C1000002346,172166.4,28884.42,C2000002346,55406.29,160442.14,0,0
460,DEBIT,74401.73,C1000002347,124836.26,160678.85,C2000002347,238621.84,87562.22,0,0
550,DEBIT,48621.61,C1000002348,174951.77,18088.34,C2000002348,38907.44,90160.03,0,0
500,TRANSFER,31781.58,C1000002349,60553.15,121925.48,C2000002349,203916.78,154892.48,0,0
738,CASH_IN,13986.3,C1000002350,26404.74,118873.83,C2000002350,164868.06,89954.82,0,0
509,CASH_IN,7530.13,C1000002351,163904.09,66964.87,C2000002351,385.01,54076.41,0,0
654,CASH_IN,4498.12,C1000002352,76503.58,27081.71,C2000002352,71958.67,232007.61,0,0
481,CASH_OUT,16188.0,C1000002353,130216.91,159927.43,C2000002353,148771.17,174528.48,0,0
663,CASH_IN,3024.08,C1000002354,147462.24,92384.88,C2000002354,98914.48,131290.81,0,0
114,TRANSFER,73266.9,C1000002355,65342.1,145054.58,C2000002355,128067.53,54374.28,0,0
578,CASH_OUT,24868.93,C1000002356,101032.68,3297.16,C2000002356,180381.01,178309.64,0,0
361,CASH_IN,36880.36,C1000002357,178985.3,14900.63,C2000002357,219247.66,188581.98,0,0
341,CASH_OUT,82273.39,C1000002358,175958.65,35169.54,C2000002358,45362.24,143926.69,0,0
449,TRANSFER,11474.6,C1000002359,149871.42,22767.62,C2000002359,84873.76,111821.82,0,0
180,CASH_IN,83561.05,C1000002360,152547.91,38341.35,C2000002360,190947.15,260174.02,0,0
702,PAYMENT,63957.64,C1000002361,179536.89,137297.61,C2000002361,176532.2,211442.94,0,0
407,TRANSFER,34209.53,C1000002362,147266.48,9399.41,C2000002362,221054.45,106851.43,0,0
666,DEBIT,11789.54,C1000002363,67917.07,7573.12,C2000002363,192152.98,177927.13,0,0
196,DEBIT,9158.35,C1000002364,24156.54,6330.42,C2000002364,99045.16,70119.34,0,0
466,TRANSFER,33558.08,C1000002365,84376.82,139529.82,C2000002365,149770.75,3440.99,1,0
311,DEBIT,14042.79,C1000002366,17468.68,107227.09,C2000002366,265422.53,260654.19,0,0
262,TRANSFER,26778.35,C1000002367,23154.16,74048.48,C2000002367,55826.93,245666.71,0,0
419,PAYMENT,5305.05,C1000002368,190034.42,135121.58,C2000002368,113023.44,191820.96,0,0
406,TRANSFER,59504.89,C1000002369,135177.39,110720.85,C2000002369,252518.64,243394.09,0,0
143,CASH_IN,14536.16,C1000002370,170321.74,1466.97,C2000002370,109258.27,234246.78,0,0
342,CASH_IN,75675.66,C1000002371,128579.84,167709.95,C2000002371,123667.54,258076.87,0,0
316,CASH_OUT,21825.32,C1000002372,83708.01,70036.88,C2000002372,95766.85,267559.21,0,0
101,DEBIT,79799.68,C1000002373,5031.76,79912.25,C2000002373,269857.66,245640.97,0,0
244,DEBIT,18996.3,C1000002374,191167.41,156457.99,C2000002374,199002.37,255524.61,0,0
490,TRANSFER,72139.44,C1000002375,14186.49,37418.16,C2000002375,62633.68,150508.74,0,0
12,DEBIT,33314.14,C1000002376,122032.61,2014.37,C2000002376,224890.26,212402.23,0,0
239,CASH_IN,58316.17,C1000002377,20440.64,181767.67,C2000002377,11554.68,99973.99,0,0
561,PAYMENT,3875.79,C1000002378,56829.54,101095.65,C2000002378,118922.55,258339.56,0,0
42,TRANSFER,49529.49,C1000002379,37163.49,69905.43,C2000002379,272930.93,257577.19,0,0
678,DEBIT,14877.3,C1000002380,110743.38,163809.12,C2000002380,206935.64,19842.74,0,0
594,CASH_IN,48637.16,C1000002381,177415.07,5258.98,C2000002381,237928.72,104105.95,0,0
429,CASH_OUT,14144.5,C1000002382,127124.46,40458.16,C2000002382,279394.54,51433.44,0,0
158,DEBIT,43714.54,C1000002383,132837.6,31057.61,C2000002383,232365.47,40739.98,0,0
216,PAYMENT,11070.98,C1000002384,181786.3,147566.14,C2000002384,26575.19,124467.83,0,0
670,PAYMENT,22002.95,C1000002385,149885.05,62417.35,C2000002385,69192.71,187698.42,0,0
462,DEBIT,59511.94,C1000002386,173191.17,154581.35,C2000002386,149998.27,103117.74,0,0
134,DEBIT,97666.3,C1000002387,83278.42,8295.29,C2000002387,4157.34,92764.49,0,0
67,CASH_IN,44923.98,C1000002388,173071.27,121623.12,C2000002388,187379.24,28337.28,0,0
7,DEBIT,68720.5,C1000002389,129172.28,63644.14,C2000002389,197173.39,114875.94,0,0
526,CASH_OUT,53947.07,C1000002390,27121.56,37383.99,C2000002390,208934.54,141293.31,0,0
73,CASH_IN,49840.81,C1000002391,7742.5,163353.0,C2000002391,166717.44,119611.8,0,0
399,TRANSFER,6479.77,C1000002392,48806.88,82450.02,C2000002392,135713.79,204025.3,0,0
405,CASH_OUT,14438.3,C1000002393,75669.93,114325.92,C2000002393,256664.45,86447.44,0,0
675,CASH_IN,88306.94,C1000002394,167513.57,6616.77,C2000002394,230199.82,214812.8,0,0
578,CASH_IN,41022.33,C1000002395,148248.91,158324.9,C2000002395,183707.53,264830.79,0,0
130,PAYMENT,61437.1,C1000002396,191075.15,57376.51,C2000002396,13804.11,177372.09,0,0
466,CASH_IN,52828.04,C1000002397,111834.96,138681.23,C2000002397,208178.69,116603.3,0,0
206,CASH_OUT,37894.45,C1000002398,149548.33,152094.92,C2000002398,167448.3,53907.87,0,0
266,DEBIT,38787.78,C1000002399,55056.68,23423.25,C2000002399,208046.77,279727.12,0,0
537,CASH_OUT,55550.95,C1000002400,135915.58,59180.11,C2000002400,93422.94,225556.68,0,0
253,TRANSFER,14122.77,C1000002401,141230.24,144688.02,C2000002401,233095.64,73932.33,0,0
289,CASH_IN,38732.03,C1000002402,169683.07,46435.51,C2000002402,125381.17,45190.44,0,0
164,CASH_IN,44703.09,C1000002403,107280.7,169634.79,C2000002403,268340.54,14793.06,0,0
95,CASH_IN,98512.77,C1000002404,129801.03,62394.71,C2000002404,31203.12,57165.89,0,0
110,CASH_IN,35151.96,C1000002405,40609.76,80466.04,C2000002405,145364.78,219712.57,0,0
336,PAYMENT,64461.44,C1000002406,147351.82,19948.67,C2000002406,61721.3,188860.08,0,0
238,PAYMENT,13750.18,C1000002407,167682.34,29535.02,C2000002407,136040.95,290231.0,0,0
381,DEBIT,6557.48,C1000002408,118747.55,55084.33,C2000002408,106129.27,96591.29,0,0
436,CASH_IN,87155.49,C1000002409,23134.89,9781.77,C2000002409,241030.24,235980.06,0,0
483,TRANSFER,73076.18,C1000002410,62571.47,38606.46,C2000002410,50150.79,36137.69,0,0
25,DEBIT,31756.75,C1000002411,95102.93,81788.61,C2000002411,179615.29,168774.81,0,0
653,CASH_IN,50462.75,C1000002412,135432.48,75992.45,C2000002412,121945.34,140037.23,0,0
117,PAYMENT,13583.06,C1000002413,64065.42,39738.88,C2000002413,155422.55,251459.83,0,0
482,TRANSFER,70718.96,C1000002414,168058.21,16090.14,C2000002414,214321.05,210480.97,0,0
392,DEBIT,7042.36,C1000002415,74357.96,63629.57,C2000002415,107130.36,58294.61,0,0
537,TRANSFER,75705.74,C1000002416,8567.27,149069.32,C2000002416,110115.87,295165.34,0,0
79,CASH_IN,54688.18,C1000002417,158798.88,102019.91,C2000002417,23040.8,246943.0,0,0
580,CASH_OUT,27892.26,C1000002418,128844.63,189360.79,C2000002418,165584.48,106389.12,0,0
173,TRANSFER,86258.81,C1000002419,160391.3,27977.27,C2000002419,125071.27,247809.08,0,0
12,TRANSFER,98607.33,C1000002420,69777.96,41463.59,C2000002420,243686.77,287073.19,0,0
128,PAYMENT,25442.37,C1000002421,3526.04,56059.91,C2000002421,131779.26,267084.58,0,0
608,CASH_IN,80626.55,C1000002422,14750.58,2600.38,C2000002422,291239.16,166863.0,0,0
92,TRANSFER,75019.13,C1000002423,22360.16,188676.1,C2000002423,51535.66,173144.35,0,0
653,CASH_IN,74721.54,C1000002424,161029.52,89072.77,C2000002424,80118.41,31979.63,0,0
543,PAYMENT,95723.99,C1000002425,60286.95,96329.9,C2000002425,117574.06,49411.96,0,0
532,CASH_IN,48666.84,C1000002426,199579.7,31571.49,C2000002426,51126.26,294782.59,0,0
658,PAYMENT,67420.06,C1000002427,151677.68,174539.54,C2000002427,291695.12,230937.05,0,0
447,PAYMENT,82389.5,C1000002428,120230.99,138526.45,C2000002428,192288.12,7652.1,0,0
390,DEBIT,47958.85,C1000002429,196723.88,86272.2,C2000002429,3359.71,164262.84,0,0
672,CASH_IN,48148.31,C1000002430,63261.84,175594.3,C2000002430,173552.97,103589.06,0,0
43,CASH_OUT,31872.29,C1000002431,33123.11,181091.55,C2000002431,234374.73,93453.88,0,0
254,DEBIT,78084.76,C1000002432,147454.59,9896.11,C2000002432,15390.03,166981.14,0,0
130,PAYMENT,68622.72,C1000002433,55616.68,23864.92,C2000002433,173376.95,96045.24,0,0
60,CASH_OUT,45119.48,C1000002434,192207.39,5525.66,C2000002434,112293.57,75466.36,0,0
663,TRANSFER,41939.47,C1000002435,197613.86,116346.05,C2000002435,174443.05,281344.77,0,0
467,TRANSFER,7268.24,C1000002436,185280.88,43588.77,C2000002436,75781.78,11957.16,0,0
287,DEBIT,660.05,C1000002437,188952.35,168985.62,C2000002437,199804.97,130851.3,0,0
517,CASH_OUT,52894.11,C1000002438,123130.96,93182.77,C2000002438,201399.83,153355.83,0,0
467,CASH_IN,41755.11,C1000002439,138423.73,167541.95,C2000002439,161851.64,131985.54,0,0
345,CASH_OUT,79605.72,C1000002440,18849.23,111121.04,C2000002440,277126.14,197175.37,0,0
642,DEBIT,54269.98,C1000002441,152610.03,159233.56,C2000002441,272843.85,7702.81,0,0
382,CASH_IN,93671.24,C1000002442,40412.67,74371.0,C2000002442,14260.41,265499.53,0,0
690,CASH_IN,19622.12,C1000002443,168065.21,189078.77,C2000002443,86968.16,150063.67,0,0
253,TRANSFER,99015.13,C1000002444,192306.36,133431.74,C2000002444,109277.66,166102.34,0,0
56,CASH_OUT,29798.94,C1000002445,42475.53,119098.11,C2000002445,16580.54,138831.33,0,0
463,CASH_IN,64245.97,C1000002446,15606.22,70471.34,C2000002446,157091.22,133352.56,0,0
457,DEBIT,50190.35,C1000002447,96778.03,187436.8,C2000002447,7374.49,56009.82,0,0
83,TRANSFER,35964.04,C1000002448,158309.87,67546.88,C2000002448,203420.63,151318.65,0,0
99,CASH_IN,13939.53,C1000002449,154128.03,167171.89,C2000002449,806.54,126404.17,0,0
149,CASH_OUT,13492.07,C1000002450,139363.7,80861.64,C2000002450,9580.98,140435.83,0,0
329,TRANSFER,71153.47,C1000002451,164139.2,153436.8,C2000002451,250125.95,4149.26,0,0
156,CASH_OUT,37770.36,C1000002452,34997.67,182375.58,C2000002452,75782.8,39268.04,0,0
190,CASH_OUT,96130.18,C1000002453,130387.55,93121.42,C2000002453,24368.68,228951.39,0,0
494,CASH_OUT,32571.59,C1000002454,121135.86,105227.04,C2000002454,119839.96,125731.19,0,0
263,TRANSFER,98352.54,C1000002455,30686.34,66068.58,C2000002455,15284.61,222872.1,0,0
80,CASH_IN,20550.27,C1000002456,82885.41,10939.13,C2000002456,225123.05,51333.38,0,0
400,PAYMENT,10290.41,C1000002457,170505.94,130496.24,C2000002457,148244.18,209463.09,0,0
609,CASH_IN,31263.85,C1000002458,194360.36,23928.5,C2000002458,165579.74,86733.49,0,0
260,TRANSFER,88559.62,C1000002459,133086.04,70811.79,C2000002459,225903.66,211536.49,0,0
615,PAYMENT,52189.98,C1000002460,184388.21,69898.78,C2000002460,235337.55,26035.12,0,0
552,PAYMENT,13573.65,C1000002461,26409.85,30200.76,C2000002461,40877.54,100092.44,0,0
101,PAYMENT,20257.88,C1000002462,195012.11,133342.06,C2000002462,84083.89,35806.92,0,0
359,DEBIT,31132.95,C1000002463,6701.3,34919.87,C2000002463,52699.84,188893.26,0,0
380,TRANSFER,59020.77,C1000002464,105451.85,155667.27,C2000002464,16211.6,117779.42,0,0
221,DEBIT,33244.57,C1000002465,58201.67,49855.81,C2000002465,161255.22,22283.08,0,0
420,PAYMENT,74707.94,C1000002466,162781.82,57457.5,C2000002466,74939.88,157909.79,0,0
124,DEBIT,61633.19,C1000002467,43508.73,68745.66,C2000002467,46194.29,7469.1,0,0
422,DEBIT,87383.64,C1000002468,2306.01,30550.51,C2000002468,153044.18,245543.3,0,0
231,TRANSFER,50101.17,C1000002469,82921.89,86852.9,C2000002469,190204.51,281503.89,0,0
690,CASH_OUT,33124.33,C1000002470,12821.6,16065.02,C2000002470,231630.68,243021.24,0,0
63,DEBIT,99627.19,C1000002471,58018.51,85423.22,C2000002471,5248.03,285451.75,0,0
485,DEBIT,35569.78,C1000002472,128749.54,67982.43,C2000002472,157885.37,269133.51,0,0
628,PAYMENT,42865.98,C1000002473,58940.64,67653.09,C2000002473,80121.32,268479.12,0,0
703,PAYMENT,80914.63,C1000002474,49158.65,132134.85,C2000002474,297477.22,73632.04,0,0
574,PAYMENT,8872.74,C1000002475,31099.13,153804.57,C2000002475,47081.01,69350.65,0,0
483,CASH_IN,38655.15,C1000002476,27034.45,71199.7,C2000002476,131353.73,242826.93,0,0
519,DEBIT,8580.15,C1000002477,105171.47,52402.94,C2000002477,291007.9,147415.4,0,0
155,PAYMENT,13939.19,C1000002478,136301.4,98869.89,C2000002478,63929.16,282693.77,0,0
92,TRANSFER,474.04,C1000002479,90546.64,157543.82,C2000002479,242069.28,269177.61,0,0
526,CASH_IN,964.33,C1000002480,24720.62,128914.59,C2000002480,72911.81,267953.47,0,0
455,CASH_OUT,38034.99,C1000002481,129551.26,7600.27,C2000002481,22579.09,97835.92,0,0
741,DEBIT,80918.29,C1000002482,111424.38,95985.9,C2000002482,12826.56,39870.67,0,0
598,DEBIT,58704.57,C1000002483,76255.09,198193.01,C2000002483,284621.63,203383.17,0,0
645,TRANSFER,63495.06,C1000002484,66009.38,70625.51,C2000002484,63868.02,132173.04,0,0
510,CASH_OUT,51929.73,C1000002485,36630.58,88143.36,C2000002485,87586.5,280182.74,0,0
183,CASH_OUT,81981.12,C1000002486,29259.89,57481.35,C2000002486,290072.98,256158.57,0,0
386,CASH_IN,88039.07,C1000002487,67754.34,99538.94,C2000002487,197217.36,278648.71,0,0
574,DEBIT,84975.58,C1000002488,8326.22,32184.26,C2000002488,146438.09,170359.88,0,0
731,PAYMENT,81215.09,C1000002489,87325.48,49402.73,C2000002489,130626.5,157868.32,0,0
405,TRANSFER,18279.48,C1000002490,120314.79,142347.26,C2000002490,14569.28,254125.07,0,0
246,TRANSFER,59391.68,C1000002491,188330.86,27657.36,C2000002491,251683.45,153567.01,0,0
742,TRANSFER,58220.5,C1000002492,125165.63,185228.75,C2000002492,228610.84,270008.65,0,0
591,TRANSFER,52799.12,C1000002493,124815.21,61592.08,C2000002493,27209.26,10328.51,0,0
661,PAYMENT,48086.47,C1000002494,74882.96,115005.02,C2000002494,106037.15,107636.85,0,0
650,PAYMENT,8926.16,C1000002495,26663.43,64366.14,C2000002495,265622.98,250450.09,0,0
471,CASH_IN,10225.3,C1000002496,89387.53,95606.16,C2000002496,70932.43,62985.19,0,0
423,DEBIT,90229.13,C1000002497,119735.26,180760.27,C2000002497,183370.15,119690.09,0,0
65,PAYMENT,63022.34,C1000002498,144806.72,13715.46,C2000002498,146380.77,3012.78,0,0
13,CASH_IN,26239.1,C1000002499,165217.35,171268.53,C2000002499,245556.51,90515.43,0,0
213,CASH_OUT,27937.25,C1000002500,51185.62,111514.74,C2000002500,10816.05,95591.39,0,0
242,DEBIT,61023.38,C1000002501,48244.02,133014.25,C2000002501,244844.13,219763.74,0,0
493,PAYMENT,40699.43,C1000002502,113059.97,11177.41,C2000002502,40715.75,203199.76,0,0
213,CASH_OUT,44138.0,C1000002503,113203.04,152279.82,C2000002503,4521.75,133487.23,0,0
693,CASH_IN,6074.39,C1000002504,43589.56,25555.68,C2000002504,178650.24,218550.95,0,0
338,PAYMENT,13882.53,C1000002505,117495.06,192964.24,C2000002505,77592.33,128500.49,0,0
173,PAYMENT,39341.11,C1000002506,69175.77,159857.46,C2000002506,212783.2,130383.23,0,0
672,CASH_OUT,69971.65,C1000002507,127862.98,98573.6,C2000002507,140934.95,193666.32,0,0
164,PAYMENT,4812.06,C1000002508,58208.94,184833.39,C2000002508,181657.21,216864.93,0,0
465,TRANSFER,33462.43,C1000002509,118458.36,33814.66,C2000002509,206911.9,254071.3,0,0
497,PAYMENT,69510.24,C1000002510,153662.01,198332.79,C2000002510,278078.38,225420.76,0,0
700,DEBIT,79207.16,C1000002511,196031.76,143363.81,C2000002511,246933.11,201094.54,0,0
395,CASH_OUT,19030.17,C1000002512,182213.61,19675.58,C2000002512,148533.6,168443.25,0,0
703,DEBIT,73151.4,C1000002513,100707.75,107318.3,C2000002513,131404.76,92432.59,0,0
308,CASH_IN,95541.62,C1000002514,97669.82,142175.27,C2000002514,196402.83,78325.15,0,0
183,DEBIT,90682.15,C1000002515,87540.0,122604.45,C2000002515,220060.24,252975.3,0,0
629,TRANSFER,78939.71,C1000002516,5550.12,84789.88,C2000002516,51796.06,215203.28,0,0
510,TRANSFER,71235.55,C1000002517,33190.9,49628.57,C2000002517,9757.35,199623.56,0,0
708,DEBIT,23521.48,C1000002518,11837.82,47645.9,C2000002518,136395.86,77651.22,0,0
546,CASH_IN,63393.98,C1000002519,139271.02,185390.07,C2000002519,29835.94,290939.28,0,0
564,PAYMENT,64330.97,C1000002520,82646.93,46948.15,C2000002520,81820.06,24393.91,0,0
624,TRANSFER,40688.06,C1000002521,12753.98,192481.01,C2000002521,175421.88,251475.95,0,0
594,DEBIT,49306.62,C1000002522,138115.02,42045.18,C2000002522,45435.61,63234.06,0,0
227,DEBIT,69405.91,C1000002523,128887.17,76856.76,C2000002523,8547.91,117678.89,0,0
733,DEBIT,95210.63,C1000002524,143992.57,2464.69,C2000002524,166380.24,128363.83,0,0
436,PAYMENT,29537.67,C1000002525,119966.82,180628.79,C2000002525,139868.27,198810.38,0,0
422,CASH_OUT,24643.85,C1000002526,32307.91,20870.34,C2000002526,91890.92,163998.71,0,0
554,CASH_IN,60184.67,C1000002527,12278.46,71465.85,C2000002527,140635.74,55825.2,0,0
21,CASH_OUT,13088.6,C1000002528,163428.19,168503.64,C2000002528,205056.79,9004.95,0,0
554,CASH_IN,58257.46,C1000002529,43161.8,158379.59,C2000002529,32700.22,215164.01,0,0
397,CASH_IN,8894.26,C1000002530,108505.85,168300.2,C2000002530,76706.83,151476.89,0,0
625,DEBIT,49063.48,C1000002531,97043.4,182821.52,C2000002531,238488.13,108535.75,0,0
105,TRANSFER,62045.23,C1000002532,184210.51,182214.16,C2000002532,201036.81,85361.79,0,0
192,DEBIT,7020.26,C1000002533,110487.95,154099.83,C2000002533,79876.06,246913.3,0,0
17,PAYMENT,20703.25,C1000002534,116003.38,116484.73,C2000002534,119445.16,238659.38,0,0
120,CASH_IN,33544.07,C1000002535,63901.01,112309.85,C2000002535,35924.9,247815.1,0,0
393,TRANSFER,36866.18,C1000002536,191738.94,2583.91,C2000002536,75938.28,65731.48,0,0
425,CASH_IN,67613.7,C1000002537,122474.76,144514.05,C2000002537,252345.55,255587.97,0,0
129,CASH_IN,52906.84,C1000002538,996.08,45335.34,C2000002538,132123.19,295662.0,0,0
130,DEBIT,38217.03,C1000002539,111216.45,165739.48,C2000002539,192087.85,179745.81,0,0
572,TRANSFER,45073.12,C1000002540,72773.08,110760.82,C2000002540,47922.44,14151.31,0,0
560,TRANSFER,1307.54,C1000002541,6422.44,197449.58,C2000002541,54991.7,210679.61,0,0
29,CASH_IN,77054.82,C1000002542,86309.96,42054.7,C2000002542,282276.34,161432.06,0,0
97,TRANSFER,4110.06,C1000002543,154713.3,144693.07,C2000002543,252430.08,213614.19,0,0
10,TRANSFER,82933.46,C1000002544,100757.89,109506.75,C2000002544,237099.23,56470.62,1,0
242,DEBIT,54104.24,C1000002545,127891.82,186361.37,C2000002545,98877.09,181739.65,0,0
232,CASH_OUT,52786.64,C1000002546,127948.29,53198.74,C2000002546,168826.8,161758.3,0,0
284,PAYMENT,70460.82,C1000002547,134203.86,11887.52,C2000002547,147702.32,180747.23,0,0
715,CASH_OUT,85957.36,C1000002548,77519.24,108773.13,C2000002548,286869.2,218324.25,0,0
726,TRANSFER,94265.19,C1000002549,74000.97,104322.6,C2000002549,71890.33,163265.03,0,0
200,CASH_IN,54341.56,C1000002550,916.91,62341.44,C2000002550,284169.89,96543.13,0,0
79,PAYMENT,15074.32,C1000002551,30844.49,197307.56,C2000002551,212055.13,92701.14,0,0
173,PAYMENT,87864.31,C1000002552,190162.04,13942.28,C2000002552,124107.46,208516.04,0,0
467,CASH_IN,4076.8,C1000002553,168483.34,113904.02,C2000002553,79906.46,199155.59,0,0
581,PAYMENT,80735.64,C1000002554,55021.69,52043.38,C2000002554,227206.01,126600.81,1,0
416,CASH_IN,68045.36,C1000002555,80238.39,382.4,C2000002555,246880.48,106061.71,0,0
449,PAYMENT,90473.71,C1000002556,187984.26,197569.83,C2000002556,107258.21,186038.35,0,0
87,CASH_OUT,89747.34,C1000002557,50088.9,96322.57,C2000002557,51563.97,93648.21,0,0
101,PAYMENT,5324.88,C1000002558,106506.59,171438.1,C2000002558,147673.37,288979.37,0,0
8,DEBIT,60948.55,C1000002559,4415.96,168013.45,C2000002559,140550.7,178942.66,0,0
200,CASH_IN,12475.9,C1000002560,123946.97,162455.67,C2000002560,217620.77,177582.79,0,0
505,PAYMENT,7856.08,C1000002561,186014.72,91803.45,C2000002561,291955.46,40900.01,0,0
87,CASH_IN,44833.23,C1000002562,176948.68,179185.26,C2000002562,159384.66,182894.38,0,0
43,DEBIT,9768.78,C1000002563,100393.84,73454.45,C2000002563,219515.79,88477.54,0,0
